date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:17:05	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2021%20Mar%202019%2006:47:07%20GMT	https://covent-garden-calm-demo.mybigcommerce.com/account.php?action=send_message	E:/beverage/covent-garden-calm-demo.mybigcommerce.com/account6ef5.php	(from https://covent-garden-calm-demo.mybigcommerce.com/)
12:17:06	41106/41106	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202019%2006:47:08%20GMT	https://covent-garden-calm-demo.mybigcommerce.com/login.php?from=account.php%3Faction%3Dsend_message	E:/beverage/covent-garden-calm-demo.mybigcommerce.com/login1273.html	(from https://covent-garden-calm-demo.mybigcommerce.com/)
12:17:07	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2021%20Mar%202019%2006:47:09%20GMT	https://covent-garden-calm-demo.mybigcommerce.com/account.php?action=update_account	E:/beverage/covent-garden-calm-demo.mybigcommerce.com/account6eb7.php	(from https://covent-garden-calm-demo.mybigcommerce.com/)
12:17:08	41108/41108	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202019%2006:47:10%20GMT	https://covent-garden-calm-demo.mybigcommerce.com/login.php?from=account.php%3Faction%3Dupdate_account	E:/beverage/covent-garden-calm-demo.mybigcommerce.com/login83b1.html	(from https://covent-garden-calm-demo.mybigcommerce.com/)
12:17:09	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2021%20Mar%202019%2006:47:11%20GMT	https://covent-garden-calm-demo.mybigcommerce.com/wishlist.php?action=addwishlist	E:/beverage/covent-garden-calm-demo.mybigcommerce.com/wishlist6596.php	(from https://covent-garden-calm-demo.mybigcommerce.com/)
12:17:10	41106/41106	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202019%2006:47:11%20GMT	https://covent-garden-calm-demo.mybigcommerce.com/login.php?from=wishlist.php%3Faction%3Daddwishlist	E:/beverage/covent-garden-calm-demo.mybigcommerce.com/login5946.html	(from https://covent-garden-calm-demo.mybigcommerce.com/)
12:17:10	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2021%20Mar%202019%2006:47:12%20GMT	https://covent-garden-calm-demo.mybigcommerce.com/wishlist.php?action=deletewishlist	E:/beverage/covent-garden-calm-demo.mybigcommerce.com/wishlist15e5.php	(from https://covent-garden-calm-demo.mybigcommerce.com/)
12:17:11	41109/41109	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202019%2006:47:13%20GMT	https://covent-garden-calm-demo.mybigcommerce.com/login.php?from=wishlist.php%3Faction%3Ddeletewishlist	E:/beverage/covent-garden-calm-demo.mybigcommerce.com/login41f5.html	(from https://covent-garden-calm-demo.mybigcommerce.com/)
12:17:12	41084/41084	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202019%2006:47:14%20GMT	https://covent-garden-calm-demo.mybigcommerce.com/login.php?action=check_login	E:/beverage/covent-garden-calm-demo.mybigcommerce.com/loginb320.html	(from https://covent-garden-calm-demo.mybigcommerce.com/)
12:17:13	39824/39824	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202019%2006:47:15%20GMT	https://covent-garden-calm-demo.mybigcommerce.com/login.php?action=reset_password	E:/beverage/covent-garden-calm-demo.mybigcommerce.com/login8311.html	(from https://covent-garden-calm-demo.mybigcommerce.com/)
12:17:14	0/0	---M--	303	error ('See%20Other')	text/html	date:Thu,%2021%20Mar%202019%2006:47:16%20GMT	https://covent-garden-calm-demo.mybigcommerce.com/login.php?action=logout	E:/beverage/covent-garden-calm-demo.mybigcommerce.com/login7c07.php	(from https://covent-garden-calm-demo.mybigcommerce.com/)
12:17:15	41429/41429	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202019%2006:47:17%20GMT	https://covent-garden-calm-demo.mybigcommerce.com/login.php?action=save_new_account	E:/beverage/covent-garden-calm-demo.mybigcommerce.com/login5485.html	(from https://covent-garden-calm-demo.mybigcommerce.com/)
12:17:16	41090/41090	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202019%2006:47:18%20GMT	https://covent-garden-calm-demo.mybigcommerce.com/login.php?action=save_new_password	E:/beverage/covent-garden-calm-demo.mybigcommerce.com/logina61b.html	(from https://covent-garden-calm-demo.mybigcommerce.com/)
12:17:17	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2021%20Mar%202019%2006:47:19%20GMT	https://covent-garden-calm-demo.mybigcommerce.com/checkout.php?action=multiple	E:/beverage/covent-garden-calm-demo.mybigcommerce.com/checkoutb82c.php	(from https://covent-garden-calm-demo.mybigcommerce.com/)
